公司名称,经营状态,法定代表人,注册资本,实缴资本,成立日期,核准日期,营业期限,所属省份,所属城市,所属区县,统一社会信用代码,纳税人识别号,注册号,组织机构代码,参保人数,公司类型,所属行业,曾用名,注册地址,最新年报地址,网址,电话,其他电话,邮箱,其他邮箱
马鞍山钢铁股份有限公司,存续,丁毅,770068.1186万人民币,-,1993-09-01,2013-08-19,1993-09-01  至 无固定期限,安徽省,马鞍山市,-,91340000610400837Y,91340000610400837Y,340000400002545,61040083-7,13914,股份有限公司(台港澳与境内合资、上市),黑色金属冶炼和压延加工业,-,安徽省马鞍山市九华西路8号,安徽省马鞍山市九华西路8号,http://www.yjdlxxw.com,0555-2883492,0555-2883492;0555-2875271;0555-2875267,mggf@baowugroup.com,mgwxb@magang.com.cn;flb@magang.com.cn;lyr_ych@magang.com.cn;13965375316@163.com
山东南山铝业股份有限公司,开业,吕正风,1195048.152万人民币,629670.8713万人民币,1993-03-18,2021-12-29,1993-03-18  至 无固定期限,山东省,烟台市,龙口市,913700007058303114,913700007058303114,370000018024165,70583031-1,4085,股份有限公司,纺织业,"山东南山实业股份有限公司	",龙口市东江镇前宋村,龙口市东江镇前宋村,http://www.600219.com.cn,8616230,8616230;0535-8666352;0535-8616188;0535-8790176;0535-8790810;15901287079;8666631;8666746,suiguannan@nanshan.com.cn,nanshangroup@nanshan.com.cn;nanshanindustry@nanshan.com.cn
山东钢铁股份有限公司,开业,王向东,1094654.9616万人民币,110053.28万人民币,2000-12-29,2021-06-16,2000-12-29  至 无固定期限,山东省,济南市,钢城区,91370000726230489L,91370000726230489L,370000018065444,72623048-9,684,股份有限公司(上市),黑色金属冶炼和压延加工业,"济南钢铁股份有限公司	",山东省济南市钢城区府前大街99号,山东省济南市钢城区府前大街99号,-,0531-76822100,0531-76822100;0531-67606888;0531-67606760;0531-67606889,sggflwfgs@shan-steel.com,sdgt600022@126.com
金红叶纸业集团有限公司,存续,OEI TJIE GOAN（黄志源）,134995万美元,120189万美元,1996-03-29,2021-11-19,1996-03-29 至 2046-03-28,江苏省,苏州市,苏州工业园区,91320594608243799B,91320594608243799B,320594400000885,60824379-9,2169,有限责任公司（外商投资、非独资）,造纸和纸制品业,"金红叶纸业（苏州工业园区）有限公司	",中国（江苏）自由贸易试验区苏州片区苏州工业园区金胜路1号,江苏苏州工业园区金胜路1号,http://www.ghy.com.cn,0512-62832112,0512-62832112;0512-62832206;0512-62831760;0512-62833031;15206207910,daiweihong@ghy.com.cn,xulinghua@ghy.com.cn;liuliping_ghy2@ghy.com.cn;lilijun@ghy.com.cn
武汉天马微电子有限公司,存续,成为,1628000万人民币,-,2008-11-17,2021-01-07,2008-11-17 至 2058-11-16,湖北省,武汉市,江夏区,914201006823191306,914201006823191306,420100000117414,682319130,2852,有限责任公司（非自然人投资或控股的法人独资）,计算机、通信和其他电子设备制造业,-,武汉市东湖新技术开发区流芳园横路8号,武汉市东湖新技术开发区流芳园横路8号,119.97.203.106,027-81696888,027-81696888;13902481980,qian_cheng6@tianma.cn,ying_luo@tianma.cn;dandan_wu@tianma.cn;linlin_jiang@tianma.cn;liting_liu@tianma.cn;wei_deng@tianma.cn;chao_shen@tianma.cn
太原钢铁（集团）有限公司,存续,魏成文,667468万人民币,667468万人民币,1997-12-05,2022-07-13,1997-12-05  至 无固定期限,山西省,太原市,尖草坪区,91140000110114391W,91140000110114391W,140000100058069,11011439-1,7465,其他有限责任公司,黑色金属冶炼和压延加工业,-,山西省太原市尖草坪区尖草坪2号,山西省太原市尖草坪2号,http://www.tisco.com.cn,0351-2134955,0351-2134955;0351-2132615;3012615;3014955;0351-3014304,tisco2019@126.com,limei@tisco.com.cn
天津红日药业股份有限公司,存续,姚小青,300415.4837万人民币,300415.4837万人民币,2000-09-30,2022-08-25,2000-09-30 至 2050-09-29,天津市,天津市,武清区,9112000010409702XT,9112000010409702XT,120000000002592,10409702-X,695,股份有限公司(上市),医药制造业,-,天津新技术产业园区武清开发区泉发路西,天津新技术产业园区武清开发区泉发路西,http://www.chasesun.cn,022-59623160,022-59623160;59623142;13920272816;022-59623119,wj811204@163.com,30069352@qq.com
深圳市比亚迪锂电池有限公司,存续,王传福,616000万人民币,616000万人民币,1998-06-09,2019-10-18,1998-06-09 至 5000-01-01,广东省,深圳市,龙岗区,91440300708416327M,91440300708416327M,440307103303815,70841632-7,8008,有限责任公司（法人独资）,电气机械和器材制造业,"深圳市里比电池有限公司	",深圳市龙岗区龙岗街道宝龙工业城宝荷路3001号,深圳市龙岗区龙岗街道宝龙工业城宝荷路3001号,-,0755-89888888,0755-89888888;13632992882,bydpo@byd.com,bydauto@byd.com.cn
山东泰山钢铁集团有限公司,开业,邵书东,300000万人民币,300000万人民币,1994-05-06,2022-04-25,1994-05-06  至 无固定期限,山东省,济南市,莱芜区,91371200169533590A,91371200169533590A,371200228026336,16953359-0,4610,其他有限责任公司,黑色金属冶炼和压延加工业,"山东泰山钢铁总公司	;	山东泰山钢铁有限公司	",山东省济南市莱芜区新甫路1号,山东省济南市莱芜区新甫路1号,http://www.taishansteel.com.cn/,0531-76193740,0531-76193740;0634-6193740;0634-6195206;0634-6192778,cw6193740@163.com,-
马钢（集团）控股有限公司,存续,丁毅,666628.039476万人民币,666628.03万人民币,1998-09-18,2021-04-13,1998-09-18  至 无固定期限,安徽省,马鞍山市,雨山区,91340500150509144U,91340500150509144U,340500000042211,15050914-4,2337,有限责任公司(国有控股),黑色金属冶炼和压延加工业,-,马鞍山市雨山区九华西路8号,安徽省马鞍山市九华西路8号,www.magang.com.cn,0555-2883492,0555-2883492;0555-2875271;0555-2875267,mggf@baowugroup.com,mgwxb@magang.com.cn;lyr_ych@magang.com.cn;13965375316@163.com
北京新能源汽车股份有限公司,存续,刘宇,529772.6万人民币,529772.6万人民币,2009-10-23,2021-12-22,2009-10-23  至 无固定期限,北京市,北京市,大兴区,91110000696364303P,91110000696364303P,110000012361665,69636430-3,2240,其他股份有限公司(非上市),汽车制造业,"北京汽车新能源汽车有限公司	",北京市北京经济技术开发区东环中路5号12幢1层,北京市北京经济技术开发区东环中路5号,www.bmev-remote.com.cn,010-53970788,010-53970788;53970616;18301579157;010-80278085;010-80278085-8578,600733@bjev.com.cn,ss600733@126.com;wujiangtao@bjev.com.cn;dingjie@bjev.com.cn;gaolinfei@bjev.com.cn
迁安市九江线材有限责任公司,存续,赵玉,400000万人民币,400000万人民币,2002-08-02,2021-02-05,2002-08-02 至 2032-08-01,河北省,唐山市,迁安市,91130283741535782L,91130283741535782L,130283000009533,74153578-2,13207,有限责任公司(自然人投资或控股),黑色金属冶炼和压延加工业,"河北钢铁集团九江线材有限公司	;	迁安市九江线材有限公司	;	迁安联钢九江钢铁有限公司	;	唐山长城钢铁集团九江线材有限公司	",迁安市木厂口镇松汀村南,迁安市木厂口镇松汀村南,www.qajjxc.cn,0315-7957848,0315-7957848;0315-7975768;0315-7957539,-,-
浙江龙盛集团股份有限公司,存续,阮伟祥,325333.186万人民币,325333.186万人民币,1998-03-23,2019-05-14,1998-03-23 至 9999-12-31,浙江省,绍兴市,上虞区,91330000704202137E,91330000704202137E,330000000013705,70420213-7,471,股份有限公司(上市、自然人投资或控股),化学原料和化学制品制造业,-,浙江省杭州湾上虞经济技术开发区东一区至远路2号,浙江省绍兴市上虞区道墟街道龙盛大道1号,lonsen.com,0575-82042778,0575-82042778;0575-82042878;0575-82042136,mail@longsheng.com,office@lonsen.com;office@longsheng.com
中信重工机械股份有限公司,存续,武汉琦,433941.9293万人民币,301716.3702万人民币,2008-01-26,2022-08-08,2008-01-26  至 无固定期限,河南省,洛阳市,涧西区,9141030067166633X2,9141030067166633X2,410300110053941,67166633-X,5950,股份有限公司(上市、国有控股),专用设备制造业,-,洛阳市涧西区建设路206号,洛阳市涧西区建设路206号,http://www.citichmc.com/,0379-64088888,0379-64088888;0379-64088348;0379-68048348;0379-64086068;0379-64088999;15038667003,citic-hic@citic.com,citic_hic@citic.com
梅花生物科技集团股份有限公司,存续,王爱军,309861.9928万人民币,253149.4867万人民币,1995-02-09,2021-09-07,1995-02-09 至 2055-02-08,西藏自治区,拉萨市,城关区,91540000219667563J,91540000219667563J,540000400000032,21966756-3,433,其他股份有限公司(上市),食品制造业,"河北梅花味精集团有限公司	;	五洲明珠股份有限公司	",拉萨市金珠西路158号阳光新城11幢5号,拉萨市金珠西路158号阳光新城11幢5号,http://www.meihuagrp.com/,18689003056,18689003056;0891-6159899;0316-2359999;0316-2359685;0316-5980522;13701211043,304500205@qq.com,mhzqb@meihuagrp.com
中国东方电气集团有限公司,存续,俞培根,504696.02万人民币,504696.02万人民币,1984-11-06,2021-07-30,1984-11-06  至 无固定期限,四川省,成都市,金牛区,9151000062160427XG,9151000062160427XG,100000000012275,62160427-X,26,有限责任公司(国有独资),通用设备制造业,"中国东方电气集团公司	",四川省成都市金牛区蜀汉路333号,四川省成都市高新西区西芯大道18号,http://www.dongfang.com,028-87898111,028-87898111;87898293,dongfang@dongfang.com,-
青海盐湖工业股份有限公司,存续,贠红卫,543287.6672万人民币,22626.5万人民币,1997-08-25,2022-07-01,1997-08-25 至 2047-08-24,青海省,海西蒙古族藏族自治州,格尔木市,91630000226593742J,91630000226593742J,630000100009557,22659374-2,13819,其他股份有限公司(上市),化学原料和化学制品制造业,"青海盐湖钾肥股份有限公司	",青海省格尔木市黄河路28号,青海省格尔木市黄河路28号,http://www.qhyhgf.com,0979-8448121,0979-8448121;0979-8448022;0979-8448018,yhjf0792@sina.com,yhjs0792@sina.com;yhgfjs@126.com;qhyhgf@qhyhgf.com;413422386@qq.com
苏州胜利精密制造科技股份有限公司,存续,高玉根,344151.7719万人民币,36031万人民币,2003-12-05,2021-09-18,2003-12-05  至 无固定期限,江苏省,苏州市,虎丘区,91320500756428744L,91320500756428744L,320512000022329,75642874-4,760,股份有限公司(上市、自然人投资或控股),金属制品业,"苏州胜利精密制造有限公司	",苏州高新区浒关工业园,江苏省苏州市高新区浒泾路55号,http://www.vicsz.com,0512-69207076,0512-69207076;0512-69207196;0512-66167000;0512-69207103;0512-69207108;0512-69207200;0512-69207028,ming.yan@vicsz.com,nan.wang@vicsz.com;bijun.sun@vicsz.com;262280855@qq.com;953595505@qq.com;linxia.miao@vicsz.com;haiyan.mao@vicsz.com
通裕重工股份有限公司,开业,欧辉生,389678.3221万人民币,28350万人民币,2002-05-25,2022-08-26,2002-05-25  至 无固定期限,山东省,德州市,禹城市,913700001675754710,913700001675754710,370000228021369,16757547-1,1869,股份有限公司(上市),金属制品、机械和设备修理业,"山东通裕集团有限公司	",山东省德州（禹城）国家高新技术产业开发区,山东省德州(禹城)国家高新技术产业开发区,http://www.tongyuheavy.com,0534-7520668,0534-7520668;0534-7521157;15853456421;15964713866;7515564,tyjt.cn@163.com,-
北方重工集团有限公司,存续,黄智华,357142.857143万人民币,357142.857143万人民币,2007-01-22,2022-08-23,2007-01-22 至 2057-01-21,辽宁省,沈阳市,铁西区,912101067931971483,912101067931971483,210131000014690,79319714-8,4468,其他有限责任公司,通用设备制造业,"沈阳北方重工集团有限公司	",沈阳经济技术开发区开发大路16号,辽宁省沈阳经济技术开发区开发大路16号,http://www.nhi.com.cn/,024-67859969,024-67859969;024-25802815;024-25802589;024-25802046;13909882250;024-25802325;13604002119,108592630@qq.com,nhibgs@163.com;15854870@qq.com;houchen.guo@nhi.com.cn;210131000014690@lnpost.cn
中车青岛四方机车车辆股份有限公司,开业,田学华,450979.5419万人民币,432666.5419万人民币,2002-07-22,2022-08-04,2002-07-22  至 无固定期限,山东省,青岛市,城阳区,91370200740365750X,91370200740365750X,370200018079774,740365750,10694,其他股份有限公司(非上市),汽车制造业,"南车青岛四方机车车辆股份有限公司	;	南车四方机车车辆股份有限公司	",青岛市城阳区锦宏东路88号,青岛市城阳区锦宏东路88号,www.4dlp.com.cn,0532-87803919,0532-87803919;0532-68953745,zcqdsf@crrcgc.cc,zcqdsf@cqsf.com;312005290@foxmail.com
山东莱钢永锋钢铁有限公司,开业,董和玉,300000万人民币,300000万人民币,2002-06-13,2022-09-05,2002-06-13  至 无固定期限,山东省,德州市,齐河县,913714257402105138,913714257402105138,371425018004668,74021051-3,5891,其他有限责任公司,黑色金属冶炼和压延加工业,"山东莱钢永锋轧钢有限公司	",山东齐河经济开发区,山东齐河经济开发区,http://www.yfgt.cn,0534-5759577,0534-5759577;0534-5759346;0534-5759888,yfflsw@126.com,-
中车株洲电力机车有限公司,存续,周清和,548833.002493万人民币,545508.997884万人民币,2005-08-31,2022-07-18,2005-08-31  至 无固定期限,湖南省,株洲市,石峰区,914302007790310965,914302007790310965,430200000010144,779031096,7751,有限责任公司（非自然人投资或控股的法人独资）,铁路、船舶、航空航天和其他运输设备制造业,"南车株洲电力机车有限公司	;	中国南车集团株洲电力机车有限公司	",石峰区田心高科园,湖南省株洲市石峰区田心高科园,58.20.212.1,0731-28441266,0731-28441266,-,-
中节能太阳能股份有限公司,存续,曹华斌,300709.8032万人民币,-,1993-04-12,2019-01-09,1993-04-12  至 无固定期限,重庆市,重庆市,渝中区,91500000202819532B,91500000202819532B,500000000006443,202819532,9,股份有限公司(上市公司),医药制造业,"重庆桐君阁股份有限公司	",重庆市渝中区中山三路131号希尔顿商务中心19楼G,重庆市渝中区中山三路131号希尔顿商务中心19楼G,www.cecsec.cn,010-83052472,010-83052472;010-62247015;18581002617;89885200,zhaolei@cecsec.cn,tyn@cecsec.cn;cecsec@cecsec.cn;523547453@qq.com
浙江三花智能控制股份有限公司,存续,张亚波,359079.7158万人民币,213064.6835万人民币,1994-09-10,2022-10-13,1994-09-10 至 9999-12-31,浙江省,绍兴市,新昌县,913300006096907427,913300006096907427,330000400002413,60969074-2,3090,其他股份有限公司(上市),通用设备制造业,"浙江三花股份有限公司	",浙江省新昌县七星街道下礼泉,浙江省绍兴市新昌县梅渚三花工业园,http://www.zjshc.com,0571-86255656,0571-86255656;0575-86232828,baoxg@zjshc.com,-
阿特斯阳光电力集团股份有限公司,存续,瞿晓铧（XIAOHUA QU）,306600万人民币,306600万人民币,2009-07-07,2020-12-18,2009-07-07  至 无固定期限,江苏省,苏州市,虎丘区,91320505691330112T,91320505691330112T,320500400036861,691330112,347,股份有限公司（外商投资、未上市）,电气机械和器材制造业,"阿特斯（中国）投资有限公司	;	阿特斯阳光电力集团有限公司	",苏州高新区鹿山路199号,高新区鹿山路199号,canadiansolar.com,0512-66908088,0512-66908088;18662209461;0512-66908088-66253,slim.zhang@csisolar.com,slim.zhang@canadiansolar.com
杭州中欣晶圆半导体股份有限公司,存续,贺贤汉,503225.6776万人民币,449999.80028万人民币,2017-09-28,2021-08-26,2017-09-28 至 2047-09-27,浙江省,杭州市,-,91330100MA2AX8UL47,91330100MA2AX8UL47,330100400062862,MA2AX8UL4,255,其他股份有限公司(非上市),计算机、通信和其他电子设备制造业,"杭州中芯晶圆半导体股份有限公司	",浙江省杭州市钱塘新区东垦路888号,浙江省杭州市钱塘新区东垦路888号,www.ftwafer.com.cn,0571-82138188,0571-82138188;0571-86802099;0571-86695128,ccmcboard@ftwafer.com,sunyi@ftwafer.com;sunyi@ferrotec.com.cn
中国华录集团有限公司,存续,欧黎,183600.828591万人民币,-,2000-06-18,2021-04-21,2000-06-18  至 无固定期限,辽宁省,大连市,旅顺口区,91210200716996405L,91210200716996405L,210200000022722,71699640-5,113,其他有限责任公司,计算机、通信和其他电子设备制造业,-,辽宁省大连高新技术产业园区黄浦路717号中国华录大厦,辽宁省大连高新技术产业园区黄浦路717号中国华录大厦,www.hualu.com.cn,0411-65801888,0411-65801888;0411-65801730;0411-84790947;0411-82526060,liuy@hualu.com.cn,-
比亚迪股份有限公司,存续,王传福,291114.2855万人民币,286114.2855万人民币,1995-02-10,2021-12-17,1995-02-10 至 2053-02-08,广东省,深圳市,龙岗区,91440300192317458F,91440300192317458F,440301501127941,19231745-8,3593,股份有限公司(台港澳与境内合资、上市),电气机械和器材制造业,"深圳市比亚迪实业有限公司	",深圳市大鹏新区葵涌街道延安路一号,深圳市大鹏新区葵涌街道延安路一号,findreamstech.com,0755-89888888,0755-89888888;13632992882,bydpo@byd.com,byd@byd.com;bydauto@byd.com;bydauto@byd.com.cn
浙江新和成股份有限公司,存续,胡柏藩,309090.7356万人民币,257839.476万人民币,1999-04-05,2022-06-10,1999-04-05 至 9999-09-09,浙江省,绍兴市,新昌县,91330000712560575G,91330000712560575G,330000000012366,71256057-5,1728,其他股份有限公司(上市),化学原料和化学制品制造业,-,浙江省新昌县七星街道新昌大道西路418号,浙江省新昌县七星街道新昌大道西路418号,www.cnhu.com,0575-86133021,0575-86133021;0575-86125497;0575-6124428;0575-86160056,nhu@cnhu.com,-
江苏恒力化纤股份有限公司,存续,范红卫,220800万人民币,220800万人民币,2002-11-08,2022-05-10,2002-11-08 至 2052-11-07,江苏省,苏州市,吴江区,91320000743718216W,91320000743718216W,320000400002494,74371821-6,5898,股份有限公司(非上市),化学原料和化学制品制造业,"江苏恒力化纤有限公司	",江苏省吴江市盛泽镇南麻工业区恒力路1号,江苏省苏州市吴江区盛泽镇南麻工业区松桃线,https://www.hengliyun.com,0512-63838999,0512-63838999;0512-63837499;0512-63837099;63838299;0512-63057807;0512-63837288,wuhuifang@hengli.com,shenbinye@hengli.com
联宝（合肥）电子科技有限公司,存续,丁晓辉,26500万美元,-,2011-12-14,2022-03-30,2011-12-14 至 2061-11-25,安徽省,合肥市,合肥经济技术开发区,91340100586142822H,91340100586142822H,340100400022927,58614282-2,5519,有限责任公司(港澳台法人独资),计算机、通信和其他电子设备制造业,-,安徽省合肥市经济技术开发区云谷路3188-1号（综合保税区内）,安徽省合肥市经济技术开发区云谷路3188-1号（综合保税区内）,http://www.lcfuturecenter.com,0551-66198888,0551-66198888;18621300156,jinghui.pan@lcfuturecenter.com,lian.guo@lcfuturecenter.com;ginny.wang@lcfuturecenter.com
天瑞集团股份有限公司,存续,李留法,200000万人民币,200000万人民币,2004-12-21,2019-06-10,2004-12-21 至 2024-12-20,河南省,平顶山市,汝州市,914100007694904919,914100007694904919,410000100050593,76949049-1,230,股份有限公司(非上市、自然人投资或控股),专用设备制造业,"河南天瑞企业集团有限公司	;	天瑞集团有限公司	",汝州市广成东路南侧,汝州市广成东路南侧,www.trgroup.cn,0375-6037666,0375-6037666;0375-6030277;0375-6037677,trjtcwb@126.com,-
四川宏达股份有限公司,存续,黄建军,203200万人民币,203200万人民币,1994-06-30,2022-07-07,1994-06-30  至 无固定期限,四川省,德阳市,什邡市,91510600205363163Y,91510600205363163Y,510600000000891,20536316-3,2342,其他股份有限公司(上市),化学原料和化学制品制造业,-,四川省什邡市师古镇慈山村；备案经营场所：四川省什邡市洛水镇南元村,四川省成都市锦里东路2号宏达国际广场28楼,http://www.sichuanhongda.com,028-86141081,028-86141081;0838-8701623;13808105333;0838-8620566,dshbgs@sinohongda.com,-
芜湖长信科技股份有限公司,存续,高前文,245490.0128万人民币,-,2006-01-19,2022-06-20,2006-01-19  至 无固定期限,安徽省,芜湖市,-,913400007199042708,913400007199042708,340000400000283,71990427-0,2862,其他股份有限公司(上市),计算机、通信和其他电子设备制造业,-,中国（安徽）自由贸易试验区芜湖片区汽经二路以东,中国（安徽）自由贸易试验区芜湖片区汽经二路以东,www.token-ito.com,0553-2398888,0553-2398888;0553-5656188;13855333674,zpan@tokengroup.com,token@tokengroup.com;token@token-ito.com;zhuyu.lian@163.com
河北大午农牧集团有限公司,存续,孙萌,8000万人民币,8000万人民币,1996-10-30,2017-11-10,1996-10-30 至 2046-10-29,河北省,保定市,徐水区,9113060970075812XB,9113060970075812XB,130000000006046,70075812-X,371,有限责任公司(自然人投资或控股),农副食品加工业,-,保定市徐水区高林村镇郎五庄村,保定市徐水区高林村镇郎五庄村,-,0312-8554039,0312-8554039;0312-8554035,dawujituan@126.com,-
三环集团有限公司,存续,梅汉生,216033.66万人民币,178143.57万人民币,1993-06-02,2019-04-23,1993-06-02  至 无固定期限,湖北省,武汉市,江夏区,914200001775644500,914200001775644500,420000000022949,17756445-0,54,其他有限责任公司,汽车制造业,"湖北三环集团公司	;	三环集团公司	",武汉市武汉东湖新技术开发区佳园路33号,武汉市武汉东湖新技术开发区佳园路33号,http://www.triring.cn/,027-87609133,027-87609133;027-87609139,huangjie@triring.cn,ganlu@triring.cn
南京高速齿轮制造有限公司,存续,胡吉春,215000万人民币,215000万人民币,2003-07-08,2022-09-15,2003-07-08 至 2053-06-25,江苏省,南京市,江宁区,913201157512997959,913201157512997959,320121000020922,751299795,3022,有限责任公司,通用设备制造业,-,江苏省南京市江宁区侯焦路30号（江宁高新园）,南京市江宁区侯焦路30号(江宁高新园),www.ngctransmission.com,025-85099206,025-85099206,zhang.jien104378@ngctransmission.com,-
无锡江南电缆有限公司,存续,储辉,30000万美元,22275.052453万美元,2004-02-25,2020-11-20,2004-02-25 至 2054-02-24,江苏省,无锡市,宜兴市,913202007579586082,913202007579586082,320282400001840,757958608,1985,有限责任公司(港澳台法人独资),电气机械和器材制造业,-,江苏省无锡市宜兴市官林镇新官东路53号（经营场所：官林镇义庄村、官林镇凌霞村）,官林镇新官东路53号,www.jncable.com.cn,18168938558,18168938558,mmqqq315@163.com,-
南方中金环境股份有限公司,存续,杭军,192343.8236万人民币,192343.8236万人民币,1991-08-30,2021-03-10,1991-08-30 至 9999-12-31,浙江省,杭州市,余杭区,91330000143853115H,91330000143853115H,330184000001637,143853115,222,其他股份有限公司(上市),通用设备制造业,"南方泵业股份有限公司	;	杭州南方特种泵厂	;	杭州南方特种泵业股份有限公司	",杭州市余杭区仁和街道仁河大道46号,江苏省无锡市滨湖区金融八街商会大厦15楼,nfzje.cn,0510-82800209,0510-82800209;0571-86397850;0571-86390030;0571-86301631;15397078023;15899924991;13456767603;15531630425,573955523@qq.com,zy@nanfang-pump.com;271125691@qq.com;cnp@nanfang-pump.com
奥克斯空调股份有限公司,存续,黄若愚,200000万人民币,200000万人民币,2016-12-08,2020-12-10,2016-12-08  至 无固定期限,浙江省,宁波市,鄞州区,91330200MA283665X6,91330200MA283665X6,330200000094752,MA283665X,4034,其他股份有限公司(非上市),通用设备制造业,-,浙江省宁波市鄞州区姜山镇明光北路1166号,浙江省宁波市鄞州区姜山镇明光北路1166号,http://www.aux-home.com/,0574-88072685,0574-88072685;0574-88072681,-,-
立讯电子科技（昆山）有限公司,存续,黄大伟,220000万人民币,220000万人民币,2000-09-12,2022-09-29,2000-09-12  至 无固定期限,江苏省,苏州市,昆山市,91320583722291823U,91320583722291823U,320500400007456,72229182-3,8500,有限责任公司（非自然人投资或控股的法人独资）,专用设备制造业,"丰岛电子科技（苏州）有限公司	",锦溪镇锦昌路158号,锦溪镇锦昌路158号,218.4.148.13,18913206813,18913206813;18061933273;0512-82698999;13451685965,cary.chen@luxshare-ict.com,carychen@luxshare-ict.com;feng.gao@luxshare-ict.com
光启技术股份有限公司,存续,刘若鹏,215458.7862万人民币,215458.7262万人民币,2001-07-18,2022-08-15,2001-07-18  至 无固定期限,广东省,深圳市,南山区,91330000730337692W,91330000730337692W,330100000127988,730337692,1,其他股份有限公司(上市),汽车制造业,"浙江龙生汽车部件股份有限公司	",深圳市南山区粤海街道麻岭社区高新中一道9号软件大厦3层,深圳市南山区粤海街道麻岭社区高新中一道9号软件大厦3层,www.kc-t.cn,0571-86135701,0571-86135701;0755-86135701;0755-86329077;0571-64662918;0571-64666678,lin.huang@kuang-chi.com,yue.yang@kuang-chi.com;yang.lu@kuang-chi.com;qzl829@126.com;longsheng@longsheng988.com
江苏徐钢钢铁集团有限公司,存续,王爱旺,206800万人民币,206800万人民币,2003-09-05,2022-06-08,2003-09-05  至 无固定期限,江苏省,徐州市,铜山区,91320312753237707L,91320312753237707L,320323000020090,75323770-7,2920,有限责任公司(自然人投资或控股),黑色金属冶炼和压延加工业,"徐州东南钢铁工业有限公司	;	徐州中原钢铁工业有限公司	",徐州市铜山区利国镇,江苏省徐州市利国镇马山村,www.xusteel.cn,0516-67077777,0516-67077777;0561-67077777;0516-87255966,xzdncw@126.com,-
河南心连心化学工业集团股份有限公司,存续,刘兴旭,194800万人民币,164635.5万人民币,2006-07-24,2022-05-25,2006-07-24 至 2057-07-23,河南省,新乡市,新乡县,91410700791902544H,91410700791902544H,410700400000085,79190254-4,5703,股份有限公司(中外合资、未上市),化学原料和化学制品制造业,"河南心连心化肥有限公司	",河南省新乡市新乡县经济开发区,新乡经济开发区心连心大道,www.hnxlx.com.cn,0373-5592888,0373-5592888,feilei.liu@hnxlx.com.cn,hnxlxhflfl@163.com;hnzzzf@126.com
华北制药股份有限公司,存续,张玉祥,171573.037万人民币,94369.8771万人民币,1992-12-20,2021-11-22,1992-12-20  至 无固定期限,河北省,石家庄市,-,91130100104397700P,91130100104397700P,130000000008365,10439770-0,4512,其他股份有限公司(上市),医药制造业,-,石家庄市和平东路388号,河北省石家庄市和平东路,www.guanaizhijia.net,0311-85993999,0311-85993999;0311-85992345,-,-
广西柳工机械股份有限公司,存续,曾光安,195501.9991万人民币,-,1993-11-08,2022-06-27,1993-11-08  至 无固定期限,广西壮族自治区,柳州市,-,91450200198229141F,91450200198229141F,450200200019035,19822914-1,3611,其他股份有限公司(上市),通用设备制造业,-,柳州市柳太路１号,柳州市柳太路1号,https://www.liugong.com/,0772-3886006,0772-3886006;0772-3887690;0772-3888999;0772-3887652;0772-3887266;0772-3886510;13001099380,lglaw@liugong.com,-
东方电子股份有限公司,开业,丁振华,134072.7007万人民币,17671.2812万人民币,1994-02-09,2022-06-28,1994-02-09  至 无固定期限,山东省,烟台市,芝罘区,913700001650810568,913700001650810568,370000018075921,16508105-6,1373,股份有限公司(上市),电气机械和器材制造业,"烟台东方电子信息产业股份有限公司	",烟台市芝罘区机场路2号,烟台市芝罘区机场路2号,http://www.dongfangelec.com/,0535-5520001,0535-5520001;0535-5520068;0535-5520090,lina@dongfang-china.com,-
北京天坛生物制品股份有限公司,存续,付道兴,164780.9538万人民币,137317.4615万人民币,1998-06-08,2022-07-19,1998-06-08  至 无固定期限,北京市,北京市,大兴区,91110000600069802M,91110000600069802M,110000005200184,60006980-2,30,其他股份有限公司(上市),医药制造业,-,北京市北京经济技术开发区博兴二路6号院8号楼521室,北京市北京经济技术开发区博兴二路6号院8号楼521室,http://www.tiantanbio.com/,010-65434018,010-65434018;010-65436107;010-60963010;60963333;60963055;65762911,ttsw@sinopharm.com,ttswdb@163.com;ttswyjm@163.com
